fecha,temp_out (Grados C),hi_temp (Grados C),low_temp (Grados C),out_hum (%),dew_Pt (Grados C),wind_Speed (km/h),wind_dir (Grados ),wind_run (km),hi_speed (km/h),hi_Dir (Grados ),wind_chill (Grados C),heat_Index (Grados C),tHW_index (Grados C),tHSW_index (Grados C),bar (mb),rain (mm),rain_rate (mm/hr),solar_rad (W/m2),solar_energy (MJ/m2),hi_solar_rad (W/m2),uv_index (UV),uv_dose (MEDs),hi_uv (UV),Heat_dd (Grados C dias grado-calor),cool_dd (Grados C),in_temp (Grados C),in_hum (%),in_dew (Grados C),in_heat (Grados C),in_emc (g/m3),in_air (kg/cu.m),ET (mm),wind_samp,wind_tx,iss_recept (%),arc_int (minutos),created_at,updated_at,
2022-01-01 00:00:00, 16.00243, 23.7, 11.5, 36.6736, -0.85764, 13.45174, WSW, 1.120278, 26.45521, WSW, 14.88507, 14.43368, 13.31181, 13.12396, 1004.21076, 0.0, 0.00000, 161.3924, 1.156840, 163.1806, 0.72361, 0.014306, 0.73125, 0.0112569, 0.0031563, 22.20174, 32.4340, 4.82535, 20.84931, 6.573715, 1.17483229, 5.4, 110.9201, 1.0000, 97.25139, 5.0000, 2023-04-19 21:25:34, 2023-04-19 21:25:34, 
2022-01-02 00:00:00, 8.89549, 19.2, 0.7, 37.7639, -5.41528, 6.46007, WSW, 0.538611, 12.88576, WSW, 8.17049, 7.71146, 6.98819, 6.33750, 1019.71493, 0.0, 0.00000, 160.0903, 1.147535, 161.9028, 0.67639, 0.013333, 0.68472, 0.0327708, 0.0000104, 20.67708, 24.5174, -0.37604, 18.45938, 5.380417, 1.20253611, 3.7, 111.6528, 1.0000, 97.79514, 5.0000, 2023-04-19 21:25:37, 2023-04-19 21:25:37, 
2022-01-03 00:00:00, 7.06806, 17.3, -0.6, 38.2951, -7.32500, 2.71736, WSW, 0.226806, 6.53194, WSW, 7.00938, 5.90382, 5.84410, 4.90833, 1026.18403, 0.0, 0.00000, 126.8229, 0.908993, 137.2917, 0.63090, 0.012431, 0.68194, 0.0391007, 0.0000000, 20.32951, 25.0556, -0.35729, 18.19931, 5.403715, 1.21159201, 2.6, 111.5764, 1.0000, 97.69410, 5.0000, 2023-04-19 21:25:41, 2023-04-19 21:25:41, 
2022-01-04 00:00:00, 10.87535, 22.5, 1.1, 32.3229, -6.86528, 3.03090, WNW, 0.252083, 6.79236, WNW, 10.84653, 9.39653, 9.36771, 8.60243, 1021.02951, 0.0, 0.00000, 154.1076, 1.104549, 163.6181, 0.71181, 0.014063, 0.73472, 0.0281563, 0.0022778, 21.61424, 25.6806, 1.08958, 19.73646, 5.540521, 1.19952083, 3.4, 113.3819, 1.0000, 98.98542, 5.0000, 2023-04-19 21:25:44, 2023-04-19 21:25:44, 
2022-01-05 00:00:00, 11.02292, 21.8, 2.4, 24.3368, -10.12674, 3.08090, WSW, 0.255972, 6.66354, WSW, 11.01563, 9.32257, 9.31563, 8.51319, 1016.40278, 0.0, 0.00000, 158.7014, 1.137326, 161.4306, 0.73438, 0.014444, 0.74722, 0.0269583, 0.0016076, 21.52049, 20.8993, -1.91806, 19.39271, 4.705486, 1.19583993, 3.8, 114.5417, 1.0000, 99.36528, 5.0000, 2023-04-19 21:25:48, 2023-04-19 21:25:48, 
2022-01-06 00:00:00, 11.94236, 24.8, 2.4, 26.4132, -8.16563, 2.54618, WSW, 0.212118, 5.83993, WSW, 11.92882, 10.45590, 10.44236, 9.70799, 1014.89479, 0.0, 0.00000, 159.6910, 1.144757, 161.5833, 0.71701, 0.014236, 0.72882, 0.0261007, 0.0038889, 21.82917, 20.9444, -1.61389, 19.79097, 4.685868, 1.19267569, 3.9, 113.0313, 1.0000, 98.59826, 5.0000, 2023-04-19 21:25:51, 2023-04-19 21:25:51, 
2022-01-07 00:00:00, 13.86875, 28.0, 3.7, 26.4063, -7.69826, 2.49028, WSW, 0.207396, 5.75521, WSW, 13.86667, 12.35174, 12.35000, 11.64444, 1012.85903, 0.0, 0.00000, 160.2639, 1.148715, 162.0833, 0.75313, 0.014722, 0.76319, 0.0228299, 0.0073194, 22.21563, 22.1111, -0.51806, 20.31910, 4.890417, 1.18820764, 3.8, 112.5521, 1.0000, 98.39653, 5.0000, 2023-04-19 21:25:54, 2023-04-19 21:25:54, 
2022-01-08 00:00:00, 16.07778, 27.9, 7.9, 22.8160, -6.29271, 4.40000, WSW, 0.366250, 8.83021, WSW, 16.06389, 14.26007, 14.24583, 13.39167, 1010.73368, 0.0, 0.00000, 134.7465, 0.965799, 143.4340, 0.66840, 0.013160, 0.70903, 0.0140417, 0.0062257, 21.61736, 21.8368, -1.15417, 19.46285, 4.886667, 1.18847882, 4.4, 110.3090, 1.0000, 96.71111, 5.0000, 2023-04-19 21:25:58, 2023-04-19 21:25:58, 
2022-01-09 00:00:00, 16.33472, 23.9, 9.3, 26.7743, -3.25799, 5.52813, WSW, 0.462188, 10.66424, WSW, 16.31528, 14.23472, 14.21458, 13.41007, 1017.06806, 0.0, 0.00000, 119.9826, 0.860000, 138.5035, 0.56215, 0.011042, 0.60799, 0.0082083, 0.0012431, 21.21632, 23.2674, -0.60451, 18.94340, 5.193611, 1.19729861, 3.9, 110.9896, 1.0000, 97.33542, 5.0000, 2023-04-19 21:26:01, 2023-04-19 21:26:01, 
2022-01-10 00:00:00, 10.75069, 18.1, 7.1, 36.0417, -3.89063, 7.42188, SSE, 0.618576, 13.66667, SSE, 9.99236, 9.56076, 8.80660, 8.09583, 1026.33611, 0.0, 0.00000, 124.7951, 0.894514, 135.4965, 0.60799, 0.011944, 0.64618, 0.0263403, 0.0000000, 21.68368, 25.0208, 0.74792, 19.74514, 5.407674, 1.20561146, 3.6, 111.0938, 1.0000, 97.40347, 5.0000, 2023-04-19 21:26:05, 2023-04-19 21:26:05, 
2022-01-11 00:00:00, 7.85660, 15.7, 2.9, 39.3368, -5.37257, 4.25729, WSW, 0.355694, 8.82882, WSW, 7.56771, 6.88611, 6.59861, 5.97500, 1027.51458, 0.0, 0.00000, 117.8785, 0.844792, 126.3021, 0.55104, 0.010764, 0.57153, 0.0363958, 0.0000000, 21.69618, 22.6458, -0.60556, 19.69792, 5.020486, 1.20773611, 3.1, 111.4444, 1.0000, 97.64132, 5.0000, 2023-04-19 21:26:08, 2023-04-19 21:26:08, 
2022-01-12 00:00:00, 10.77708, 20.4, 4.8, 40.4583, -2.62465, 4.09896, WSW, 0.341389, 8.19965, WSW, 10.58507, 9.60938, 9.42014, 8.86007, 1025.45590, 0.0, 0.00000, 157.4063, 1.128333, 163.6007, 0.63646, 0.012639, 0.65139, 0.0265729, 0.0003160, 21.24688, 25.2118, 0.50556, 19.30139, 5.460174, 1.20657639, 3.4, 111.5556, 1.0000, 97.77153, 5.0000, 2023-04-19 21:26:11, 2023-04-19 21:26:11, 
2022-01-13 00:00:00, 10.46597, 21.9, 1.9, 39.4618, -3.86701, 3.24306, WSW, 0.269167, 6.81076, WSW, 10.43264, 9.22813, 9.19514, 8.63160, 1024.37361, 0.0, 0.00000, 160.9236, 1.153611, 163.1875, 0.65729, 0.012882, 0.66424, 0.0292014, 0.0018854, 20.69965, 25.1667, -0.00868, 18.68438, 5.430313, 1.20778819, 3.5, 112.8021, 1.0000, 98.73611, 5.0000, 2023-04-19 21:26:15, 2023-04-19 21:26:15, 
2022-01-14 00:00:00, 13.72778, 27.7, 4.9, 32.1007, -4.04167, 2.64063, WSW, 0.219549, 6.10556, WSW, 13.72674, 12.38785, 12.38681, 11.77951, 1016.48993, 0.0, 0.00000, 155.8924, 1.117465, 159.0833, 0.73681, 0.014514, 0.74861, 0.0212569, 0.0052465, 22.29097, 24.8438, 1.13611, 20.49167, 5.344688, 1.19132778, 3.7, 112.2604, 1.0000, 98.23576, 5.0000, 2023-04-19 21:26:18, 2023-04-19 21:26:18, 
2022-01-15 00:00:00, 13.36632, 22.4, 7.4, 30.6493, -3.98993, 7.74097, WSW, 0.643819, 14.78229, WSW, 12.55208, 11.74618, 10.92986, 10.16563, 1017.49410, 0.0, 0.00000, 143.0868, 1.025521, 148.1181, 0.59688, 0.011771, 0.60694, 0.0179931, 0.0007326, 21.91354, 23.5243, 0.12153, 19.94757, 5.177153, 1.19461493, 4.2, 107.8542, 1.0000, 94.60694, 5.0000, 2023-04-19 21:26:22, 2023-04-19 21:26:22, 
2022-01-16 00:00:00, 8.32708, 19.2, -0.1, 32.2882, -8.25069, 2.91458, WSW, 0.242951, 6.73403, WSW, 8.27847, 7.03229, 6.98403, 6.43368, 1023.01319, 0.0, 0.00000, 164.5451, 1.179479, 174.9479, 0.69236, 0.013611, 0.72292, 0.0348611, 0.0000938, 19.52292, 20.0764, -4.02049, 16.86667, 4.565278, 1.21290833, 3.3, 110.3403, 1.0000, 96.71319, 5.0000, 2023-04-19 21:26:25, 2023-04-19 21:26:25, 
2022-01-17 00:00:00, 10.60139, 23.3, 2.7, 30.5833, -6.80104, 3.40521, WSW, 0.283299, 7.23194, WSW, 10.56424, 9.17604, 9.13854, 8.26319, 1018.66840, 0.0, 0.00000, 139.7535, 1.001944, 145.1007, 0.66389, 0.013056, 0.67639, 0.0287083, 0.0018542, 20.18090, 21.8750, -2.32847, 17.90972, 4.895313, 1.20428299, 3.6, 109.4167, 1.0000, 95.91354, 5.0000, 2023-04-19 21:26:28, 2023-04-19 21:26:28, 
2022-01-18 00:00:00, 15.41389, 23.6, 8.7, 39.6667, 0.79132, 3.86875, WSW, 0.321910, 8.36458, WSW, 15.40347, 13.98264, 13.97153, 13.73611, 1014.09306, 0.0, 0.00000, 132.9375, 0.952917, 143.8576, 0.59965, 0.012049, 0.63299, 0.0128021, 0.0026840, 22.14757, 27.3438, 2.31215, 20.42500, 5.780104, 1.18834583, 3.2, 109.7500, 1.0000, 96.26979, 5.0000, 2023-04-19 21:26:32, 2023-04-19 21:26:32, 
