fecha,temp_out (Grados C),hi_temp (Grados C),low_temp (Grados C),out_hum (%),dew_Pt (Grados C),wind_Speed (km/h),wind_dir (Grados ),wind_run (km),hi_speed (km/h),hi_Dir (Grados ),wind_chill (Grados C),heat_Index (Grados C),tHW_index (Grados C),tHSW_index (Grados C),bar (mb),rain (mm),rain_rate (mm/hr),solar_rad (W/m2),solar_energy (MJ/m2),hi_solar_rad (W/m2),uv_index (UV),uv_dose (MEDs),hi_uv (UV),Heat_dd (Grados C dias grado-calor),cool_dd (Grados C),in_temp (Grados C),in_hum (%),in_dew (Grados C),in_heat (Grados C),in_emc (g/m3),in_air (kg/cu.m),ET (mm),wind_samp,wind_tx,iss_recept (%),arc_int (minutos),created_at,updated_at,
2025-01-26 00:00:00, 15.68125, 24.6, 6.9, 31.2639, -2.41215, 2.35243, WSW, 0.196111, 7.09618, WSW, 15.65590, 14.21528, 14.19132, 13.39236, 1015.15521, 0.0, 0.00000, 130.0174, 0.931771, 141.7569, 0.80382, 0.015660, 0.84514, 0.0148611, 0.0056354, 18.77361, 22.6424, -3.02569, 16.20833, 5.038715, 1.20620799, 3.4, 116.3125, 1.0000, 99.99375, 5.0000, 2025-01-26 00:05:07, 2025-01-26 00:05:07, 
2025-01-27 00:00:00, 15.81007, 24.3, 8.3, 29.6181, -2.81389, 1.52257, N, 0.126979, 5.06944, N, 15.81007, 14.20451, 14.20451, 13.44688, 1013.82326, 0.0, 0.00000, 125.4688, 0.899410, 141.1528, 0.75347, 0.014792, 0.79896, 0.0134201, 0.0046354, 20.56285, 25.2569, -0.08403, 18.45243, 5.434688, 1.19577951, 3.6, 115.4549, 1.0000, 99.74201, 5.0000, 2025-01-27 00:05:07, 2025-01-27 00:05:07, 
2025-01-28 00:00:00, 16.48021, 26.2, 10.8, 23.3681, -5.66597, 2.63889, N, 0.220104, 7.83438, N, 16.47813, 14.45347, 14.45104, 13.44028, 1009.22847, 0.0, 0.00000, 109.0486, 0.781389, 117.8958, 0.63090, 0.012465, 0.65903, 0.0105660, 0.0041181, 22.82708, 25.4965, 1.95764, 21.29306, 5.448958, 1.18015104, 3.5, 114.3264, 1.0000, 99.55903, 5.0000, 2025-01-28 00:05:07, 2025-01-28 00:05:07, 
2025-01-29 00:00:00, 17.10625, 23.9, 11.7, 15.8958, -11.87396, 8.79618, N, 0.733646, 19.54826, N, 16.83993, 14.66285, 14.39479, 13.75799, 1005.64688, 0.0, 0.00000, 170.0174, 1.218681, 172.3819, 0.88438, 0.017292, 0.89688, 0.0088576, 0.0045486, 22.81424, 23.2917, 0.73090, 21.18715, 5.097708, 1.17668889, 5.2, 113.6354, 1.0000, 99.29444, 5.0000, 2025-01-29 00:05:07, 2025-01-29 00:05:07, 
2025-01-30 00:00:00, 10.81701, 20.7, 3.6, 21.2882, -12.31563, 6.58958, N, 0.548715, 13.70139, NW, 10.31458, 9.07292, 8.56875, 7.85903, 1011.17083, 0.0, 0.00000, 172.2569, 1.234757, 174.2674, 0.82396, 0.016250, 0.83542, 0.0262708, 0.0001424, 21.99375, 22.0799, -0.68819, 20.08715, 4.920035, 1.18723715, 4.9, 113.1319, 1.0000, 98.76181, 5.0000, 2025-01-30 00:05:07, 2025-01-30 00:05:07, 
2025-01-31 00:00:00, 9.01875, 18.4, 0.4, 23.7014, -11.46493, 2.88507, NW, 0.240833, 6.67778, WNW, 8.98264, 7.48576, 7.44965, 6.87014, 1020.85799, 0.0, 0.00000, 172.3611, 1.235451, 174.3472, 0.83646, 0.016493, 0.84722, 0.0323229, 0.0000000, 21.64931, 20.5313, -2.02188, 19.51007, 4.629444, 1.20076181, 3.9, 114.3403, 1.0000, 99.06493, 5.0000, 2025-01-31 00:05:07, 2025-01-31 00:05:07, 
2025-02-01 00:00:00, 10.43125, 23.4, 0.9, 23.6181, -11.22569, 2.10729, N, 0.175660, 5.38403, N, 10.42674, 8.83542, 8.83194, 8.24271, 1021.67465, 0.0, 0.00000, 171.5347, 1.229583, 175.7535, 0.86146, 0.016875, 0.87361, 0.0299514, 0.0025208, 18.80833, 21.4028, -3.76354, 16.28750, 4.860625, 1.21417431, 3.6, 112.4931, 1.0000, 98.20625, 5.0000, 2025-02-01 00:05:07, 2025-02-01 00:05:07, 
2025-02-02 00:00:00, 12.90139, 24.9, 2.8, 17.8819, -12.42222, 3.01076, N, 0.249722, 6.51528, N, 12.89201, 11.15833, 11.14861, 10.53542, 1018.40694, 0.0, 0.00000, 172.7604, 1.238403, 174.7951, 0.93681, 0.018438, 0.94792, 0.0235208, 0.0046528, 17.52361, 19.6076, -5.99583, 14.87049, 4.535868, 1.21652604, 4.4, 112.7014, 1.0000, 98.54028, 5.0000, 2025-02-02 00:05:07, 2025-02-02 00:05:07, 
2025-02-03 00:00:00, 14.95313, 27.8, 4.5, 17.2049, -11.39896, 1.58889, N, 0.132604, 4.40903, N, 14.95313, 13.11319, 13.11319, 12.51424, 1016.49826, 0.0, 0.00000, 170.8993, 1.224965, 173.9549, 0.97222, 0.019097, 0.98750, 0.0191424, 0.0074063, 17.92674, 18.8958, -6.15243, 15.21250, 4.379236, 1.21260139, 4.4, 112.1701, 1.0000, 98.30660, 5.0000, 2025-02-03 00:05:07, 2025-02-03 00:05:07, 
2025-02-04 00:00:00, 16.97153, 28.4, 6.8, 18.3438, -8.59653, 2.02639, N, 0.168785, 5.44028, N, 16.97153, 15.11910, 15.11910, 14.64826, 1013.65868, 0.0, 0.00000, 174.1354, 1.248125, 176.2500, 1.01632, 0.019757, 1.02813, 0.0144653, 0.0097708, 20.09063, 20.8681, -3.15833, 17.67292, 4.719201, 1.19898646, 4.4, 113.6806, 1.0000, 99.22674, 5.0000, 2025-02-04 00:05:07, 2025-02-04 00:05:07, 
2025-02-05 00:00:00, 18.80972, 32.8, 8.8, 19.9688, -6.06563, 1.61181, N, 0.133958, 5.09167, N, 18.80972, 16.90660, 16.90660, 16.50313, 1011.54410, 0.0, 0.00000, 174.9549, 1.253958, 176.9479, 1.04410, 0.020451, 1.05660, 0.0114271, 0.0130590, 22.84965, 23.2326, 0.70833, 21.25556, 5.074896, 1.18346979, 4.4, 113.3229, 1.0000, 98.95972, 5.0000, 2025-02-05 00:05:07, 2025-02-05 00:05:07, 
2025-02-06 00:00:00, 19.43090, 33.6, 8.3, 21.1979, -5.22014, 1.77222, N, 0.147604, 5.49965, N, 19.43090, 17.48507, 17.48507, 17.13993, 1010.88611, 0.0, 0.00000, 177.2882, 1.270660, 179.3090, 1.07292, 0.021146, 1.08507, 0.0101181, 0.0139063, 23.29722, 25.0903, 2.17535, 21.91215, 5.338993, 1.18008368, 4.6, 115.0104, 1.0000, 99.83576, 5.0000, 2025-02-06 00:05:07, 2025-02-06 00:05:07, 
2025-02-07 00:00:00, 20.02847, 34.0, 9.9, 20.0868, -4.88681, 1.85174, WSW, 0.154306, 5.42639, WSW, 20.02847, 18.06076, 18.06076, 17.71076, 1011.85347, 0.0, 0.00000, 176.7500, 1.266875, 178.8924, 1.05764, 0.020764, 1.06875, 0.0086771, 0.0145521, 23.63229, 25.6493, 2.76701, 22.34618, 5.417465, 1.17956215, 4.7, 115.4340, 1.0000, 99.86701, 5.0000, 2025-02-07 00:05:07, 2025-02-07 00:05:07, 
2025-02-08 00:00:00, 21.14826, 34.3, 11.2, 19.5451, -4.43750, 1.60000, WSW, 0.133125, 5.24201, WSW, 21.14826, 19.05590, 19.05590, 18.71319, 1009.79861, 0.0, 0.00000, 175.9028, 1.260660, 178.3368, 1.06563, 0.020903, 1.08229, 0.0070660, 0.0168472, 23.45069, 23.8125, 1.59063, 22.02292, 5.164861, 1.17858750, 4.5, 115.3090, 1.0000, 99.80868, 5.0000, 2025-02-08 00:05:07, 2025-02-08 00:05:07, 
2025-02-09 00:00:00, 22.09549, 32.7, 12.5, 21.2431, -2.91181, 1.63333, W, 0.136146, 4.83785, W, 22.09549, 20.20243, 20.20243, 19.88993, 1008.95208, 0.0, 0.00000, 174.8021, 1.252708, 178.7639, 1.08194, 0.021319, 1.09653, 0.0046458, 0.0177118, 23.74549, 21.9931, 0.73993, 22.38368, 4.862743, 1.17690903, 4.5, 115.6840, 1.0000, 99.93438, 5.0000, 2025-02-09 00:05:07, 2025-02-09 00:05:07, 
2025-02-10 00:00:00, 20.69618, 29.3, 15.7, 20.0833, -3.89688, 4.70347, N, 0.391458, 10.55104, N, 20.54583, 18.50069, 18.35000, 16.82639, 1008.96944, 0.0, 0.00000, 71.2535, 0.510833, 79.7674, 0.47917, 0.009375, 0.53333, 0.0019479, 0.0101042, 23.95347, 23.0417, 1.45938, 22.68924, 5.034618, 1.17562674, 3.6, 115.9653, 1.0000, 99.96875, 5.0000, 2025-02-10 00:05:07, 2025-02-10 00:05:07, 
2025-02-11 00:00:00, 17.70868, 25.7, 9.5, 33.1979, 0.15035, 6.82049, WSW, 0.568438, 15.53646, WSW, 17.45694, 16.23611, 15.98264, 15.97813, 1006.35903, 0.0, 0.00000, 175.6042, 1.258472, 184.7986, 1.04271, 0.020382, 1.10139, 0.0083681, 0.0062188, 24.09063, 27.4931, 4.16563, 22.92153, 5.658090, 1.17042986, 5.1, 115.8090, 1.0000, 99.95938, 5.0000, 2025-02-11 00:05:07, 2025-02-11 00:05:07, 
2025-02-12 00:00:00, 17.25903, 24.9, 12.4, 19.6042, -7.07500, 9.39201, N, 0.783611, 21.29861, N, 16.81875, 15.11493, 14.67604, 14.14097, 1001.51875, 0.0, 0.00000, 179.3993, 1.286042, 189.6285, 0.96875, 0.019097, 1.00694, 0.0089583, 0.0052326, 23.28438, 25.0278, 2.13993, 21.85833, 5.342674, 1.16915000, 5.8, 116.3854, 1.0000, 100.00000, 5.0000, 2025-02-12 00:05:07, 2025-02-12 00:05:07, 
2025-02-13 00:00:00, 15.67882, 23.3, 9.3, 23.7361, -5.34965, 4.24688, N, 0.354688, 9.27257, N, 15.67465, 13.56111, 13.55729, 12.96042, 1010.73819, 0.0, 0.00000, 137.0972, 0.982569, 146.6354, 0.76285, 0.015069, 0.80069, 0.0110729, 0.0018542, 22.46632, 23.9653, 0.81319, 20.76424, 5.228438, 1.18404063, 4.0, 116.4028, 1.0000, 99.99375, 5.0000, 2025-02-13 00:05:07, 2025-02-13 00:05:07, 
2025-02-14 00:00:00, 16.48889, 30.4, 6.7, 24.7917, -5.10625, 3.02118, N, 0.252049, 7.76181, N, 16.48576, 14.83333, 14.83056, 14.67708, 1014.40868, 0.0, 0.00000, 197.3160, 1.414306, 200.1250, 1.16458, 0.022986, 1.17847, 0.0159167, 0.0095278, 22.03403, 24.6667, 0.87535, 20.20799, 5.360347, 1.19008646, 5.0, 115.9097, 1.0000, 99.93472, 5.0000, 2025-02-14 00:05:07, 2025-02-14 00:05:07, 
2025-02-15 00:00:00, 18.09028, 28.3, 11.8, 25.3542, -2.77674, 8.74861, N, 0.728160, 18.04271, N, 17.74271, 15.95243, 15.60347, 15.36007, 1007.45660, 0.0, 0.00000, 185.0069, 1.326181, 188.4167, 0.94340, 0.018681, 0.95486, 0.0051042, 0.0042465, 22.76667, 22.7049, 0.35660, 21.12118, 5.027708, 1.17922257, 5.3, 116.1979, 1.0000, 99.98125, 5.0000, 2025-02-15 00:05:08, 2025-02-15 00:05:08, 
2025-02-16 00:00:00, 13.27535, 20.9, 4.1, 25.8472, -6.34549, 3.80035, N, 0.316493, 8.40069, N, 13.24722, 11.42917, 11.40104, 11.22743, 1015.46493, 0.0, 0.00000, 199.2951, 1.428576, 204.5660, 1.13715, 0.022396, 1.16181, 0.0185451, 0.0009931, 20.56319, 22.3160, -1.72188, 18.23368, 5.002118, 1.19866563, 4.5, 115.9965, 1.0000, 99.95660, 5.0000, 2025-02-16 00:05:07, 2025-02-16 00:05:07, 
2025-02-17 00:00:00, 16.08438, 30.1, 6.1, 22.3750, -7.84896, 4.18993, N, 0.349271, 9.47639, N, 16.05764, 14.33021, 14.30313, 13.81458, 1012.26076, 0.0, 0.00000, 181.2813, 1.299444, 193.3854, 1.11910, 0.021875, 1.17014, 0.0170625, 0.0092535, 21.49618, 21.4826, -1.48056, 19.43333, 4.816458, 1.19098021, 5.1, 115.9653, 1.0000, 99.97500, 5.0000, 2025-02-17 17:45:12, 2025-02-17 17:45:12, 
2025-02-18 00:00:00, 19.96840, 28.8, 11.3, 13.0313, -11.21597, 6.60938, N, 0.550660, 13.85903, N, 19.87153, 17.59653, 17.50139, 17.11597, 1007.51076, 0.0, 0.00000, 198.3403, 1.421597, 203.5833, 1.11319, 0.021840, 1.12951, 0.0058542, 0.0115451, 23.51597, 21.4514, 0.15347, 22.04514, 4.780035, 1.17640660, 6.2, 115.8750, 1.0000, 99.97500, 5.0000, 2025-02-18 00:00:07, 2025-02-18 00:00:07, 
2025-02-19 00:00:00, 16.72118, 26.8, 7.2, 15.5347, -10.61354, 4.47569, N, 0.372326, 9.12257, N, 16.66563, 14.55868, 14.50313, 14.20174, 1011.47569, 0.0, 0.00000, 205.0451, 1.469757, 207.3229, 1.19549, 0.023507, 1.21076, 0.0116979, 0.0060938, 23.49063, 22.0903, 0.49722, 22.02083, 4.876146, 1.18097847, 5.5, 115.8819, 1.0000, 99.97813, 5.0000, 2025-02-19 00:05:07, 2025-02-19 00:05:07, 
2025-02-20 00:00:00, 14.37674, 24.3, 4.9, 23.9931, -6.63646, 4.65278, N, 0.386875, 10.03611, N, 14.34132, 12.59931, 12.56493, 12.27535, 1012.26215, 0.0, 0.00000, 195.1076, 1.398333, 203.2813, 1.14271, 0.022535, 1.17431, 0.0173438, 0.0035764, 22.67361, 22.6215, 0.20833, 20.97465, 5.004444, 1.18533194, 5.1, 115.7188, 1.0000, 99.93785, 5.0000, 2025-02-20 00:05:07, 2025-02-20 00:05:07, 
2025-02-21 00:00:00, 15.15972, 22.8, 7.4, 24.0486, -5.80868, 5.31181, N, 0.442153, 10.45556, N, 15.01528, 13.22986, 13.08368, 12.86111, 1012.28125, 0.0, 0.00000, 205.7569, 1.474931, 208.2535, 1.16875, 0.023056, 1.18299, 0.0142222, 0.0032292, 22.42014, 22.9931, 0.21771, 20.64618, 5.059826, 1.18634410, 5.3, 115.6563, 1.0000, 99.89444, 5.0000, 2025-02-21 00:05:07, 2025-02-21 00:05:07, 
