fecha,temp_out (Grados C),hi_temp (Grados C),low_temp (Grados C),out_hum (%),dew_Pt (Grados C),wind_Speed (km/h),wind_dir (Grados ),wind_run (km),hi_speed (km/h),hi_Dir (Grados ),wind_chill (Grados C),heat_Index (Grados C),tHW_index (Grados C),tHSW_index (Grados C),bar (mb),rain (mm),rain_rate (mm/hr),solar_rad (W/m2),solar_energy (MJ/m2),hi_solar_rad (W/m2),uv_index (UV),uv_dose (MEDs),hi_uv (UV),Heat_dd (Grados C dias grado-calor),cool_dd (Grados C),in_temp (Grados C),in_hum (%),in_dew (Grados C),in_heat (Grados C),in_emc (g/m3),in_air (kg/cu.m),ET (mm),wind_samp,wind_tx,iss_recept (%),arc_int (minutos),created_at,updated_at,
2021-01-01 00:00:00, 2.86667, 9.9, -1.4, 71.0694, -2.09722, 2.88750, WSW, 0.239931, 6.43576, WSW, 2.51667, 2.55590, 2.20972, 1.16354, 1016.70729, 0.0, 0.00000, 105.6389, 0.757188, 117.1146, 0.45451, 0.009132, 0.48056, 0.0537500, 0.0000000, 14.94722, 31.4340, -1.90000, 13.16389, 6.541458, 1.22365799, 1.3, 115.5694, 1.0000, 99.53646, 5.0000, 2023-04-19 21:05:03, 2023-04-19 21:05:03, 
2021-01-02 00:00:00, 4.06076, 14.8, -2.5, 67.9271, -2.26146, 2.26111, WSW, 0.188160, 5.32014, WSW, 3.95486, 3.54757, 3.44063, 2.86007, 1025.48160, 0.0, 0.00000, 155.6597, 1.115660, 160.5243, 0.74549, 0.014688, 0.76771, 0.0495625, 0.0000000, 12.94410, 34.9861, -2.18194, 11.49965, 7.061667, 1.24301389, 2.0, 115.4757, 1.0000, 99.58438, 5.0000, 2023-04-19 21:05:06, 2023-04-19 21:05:06, 
2021-01-03 00:00:00, 6.53090, 18.4, -1.3, 56.3021, -2.50521, 3.16319, WSW, 0.263333, 6.43785, WSW, 6.41806, 5.75938, 5.64688, 5.06597, 1022.57847, 0.0, 0.00000, 158.3090, 1.134514, 160.3368, 0.79375, 0.015694, 0.80625, 0.0409931, 0.0000000, 13.42431, 34.7465, -1.85521, 11.90278, 7.011181, 1.23726146, 2.9, 115.6424, 1.0000, 99.82778, 5.0000, 2023-04-19 21:05:10, 2023-04-19 21:05:10, 
2021-01-04 00:00:00, 9.25590, 20.9, 1.5, 52.3993, -1.50833, 2.86875, WSW, 0.237986, 6.31354, WSW, 9.23194, 8.23750, 8.21319, 7.67014, 1020.83993, 0.0, 0.00000, 156.2882, 1.120208, 158.1840, 0.81597, 0.016007, 0.82743, 0.0319688, 0.0004410, 16.41771, 36.1875, 1.34653, 14.94965, 7.233160, 1.22061771, 2.8, 115.5903, 1.0000, 99.80382, 5.0000, 2023-04-19 21:05:13, 2023-04-19 21:05:13, 
2021-01-05 00:00:00, 10.35938, 22.1, 2.3, 47.2535, -1.53229, 2.67882, WSW, 0.222778, 5.82778, WSW, 10.34653, 9.29479, 9.28160, 8.54826, 1017.81354, 0.0, 0.00000, 131.8264, 0.944826, 140.4583, 0.77188, 0.015104, 0.80000, 0.0291354, 0.0014688, 20.69792, 33.4757, 4.03264, 19.20313, 6.757986, 1.19758750, 3.0, 115.2049, 1.0000, 99.55069, 5.0000, 2023-04-19 21:05:16, 2023-04-19 21:05:16, 
2021-01-06 00:00:00, 11.20486, 18.2, 3.5, 43.6354, -1.84896, 4.19167, WSW, 0.348472, 8.50278, WSW, 11.10556, 9.96597, 9.86424, 9.32257, 1016.75278, 0.0, 0.00000, 158.5521, 1.136632, 160.8264, 0.81424, 0.016042, 0.82569, 0.0247604, 0.0000000, 22.22500, 32.3299, 4.87396, 20.88160, 6.535417, 1.18955660, 3.3, 115.5868, 1.0000, 99.71806, 5.0000, 2023-04-19 21:05:20, 2023-04-19 21:05:20, 
2021-01-07 00:00:00, 10.39792, 25.7, 0.3, 37.8785, -6.30243, 3.27917, WSW, 0.272917, 7.30903, WSW, 10.31354, 9.18681, 9.10347, 8.46528, 1019.50729, 0.0, 0.00000, 160.5000, 1.150347, 162.3646, 0.82014, 0.016146, 0.83056, 0.0319167, 0.0043438, 22.06389, 29.7743, 3.55486, 20.55104, 6.132118, 1.19434826, 3.5, 115.5347, 1.0000, 99.71528, 5.0000, 2023-04-19 21:05:24, 2023-04-19 21:05:24, 
2021-01-08 00:00:00, 11.49063, 26.1, 1.7, 36.8403, -4.36944, 3.95764, WSW, 0.329167, 7.86910, WSW, 11.39097, 10.16493, 10.06597, 9.40972, 1017.71319, 0.0, 0.00000, 157.1354, 1.126076, 160.6042, 0.82743, 0.016285, 0.83889, 0.0267292, 0.0029514, 22.57396, 28.4167, 3.33889, 21.10347, 5.881458, 1.19033229, 3.6, 113.9965, 1.0000, 99.36181, 5.0000, 2023-04-19 21:05:27, 2023-04-19 21:05:27, 
2021-01-09 00:00:00, 12.04757, 24.1, 2.7, 34.0799, -5.14792, 4.72639, WSW, 0.392465, 9.69861, WSW, 11.95139, 10.65347, 10.55903, 9.90069, 1013.56250, 0.0, 0.00000, 157.4792, 1.128785, 159.3993, 0.82708, 0.016354, 0.83854, 0.0253021, 0.0034479, 21.07465, 27.4931, 1.58472, 19.20069, 5.822188, 1.19255417, 4.0, 114.0660, 1.0000, 99.31667, 5.0000, 2023-04-19 21:05:31, 2023-04-19 21:05:31, 
2021-01-10 00:00:00, 10.11076, 20.7, 3.6, 28.0278, -8.53611, 8.43993, WNW, 0.704236, 15.02917, WSW, 9.14861, 8.71111, 7.74549, 6.90000, 1014.45486, 0.0, 0.00000, 158.2083, 1.134028, 160.4514, 0.80660, 0.015938, 0.81701, 0.0287188, 0.0001424, 19.56250, 23.1424, -2.06736, 17.11910, 5.120000, 1.20172917, 4.1, 115.0104, 1.0000, 99.80208, 5.0000, 2023-04-19 21:05:35, 2023-04-19 21:05:35, 
